#
#--------------------------------------------------------------------------------
##ASTER 14.06.00 CONCEPT t3 CALCULE LE 10/08/2022 A 00:31:39 DE TYPE TABLE_SDASTER
INTITULE         NOEUD    RESU     NOM_CHAM         NUME_ORDRE   INST         ABSC_CURV    COOR_X       COOR_Y       COOR_Z       SIXX         SIYY         SIZZ         SIXY        
StressInBal      N4202    resImp   SIGM_NOEU                  16  1.58416E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.64260E-02 -1.37928E-01 -5.26704E-02  1.51973E-02
StressInBal      N4196    resImp   SIGM_NOEU                  17  1.68317E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -4.86121E-02 -1.44422E-01 -5.51501E-02 -1.59116E-02
StressInBal      N4197    resImp   SIGM_NOEU                  17  1.68317E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.75391E-02 -1.51218E-01 -5.67088E-02 -2.85571E-03
StressInBal      N4198    resImp   SIGM_NOEU                  17  1.68317E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.07259E-02 -1.56178E-01 -6.21293E-02  3.00544E-04
StressInBal      N4199    resImp   SIGM_NOEU                  17  1.68317E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.41516E-02 -1.57829E-01 -6.36712E-02  4.04149E-07
StressInBal      N4200    resImp   SIGM_NOEU                  17  1.68317E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.07253E-02 -1.56177E-01 -6.21289E-02 -2.99712E-04
StressInBal      N4201    resImp   SIGM_NOEU                  17  1.68317E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.75390E-02 -1.51217E-01 -5.67084E-02  2.85669E-03
StressInBal      N4202    resImp   SIGM_NOEU                  17  1.68317E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.86111E-02 -1.44417E-01 -5.51487E-02  1.59122E-02
StressInBal      N4196    resImp   SIGM_NOEU                  18  1.78218E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -5.02489E-02 -1.49281E-01 -5.70062E-02 -1.64469E-02
StressInBal      N4197    resImp   SIGM_NOEU                  18  1.78218E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.91391E-02 -1.56307E-01 -5.86171E-02 -2.95177E-03
StressInBal      N4198    resImp   SIGM_NOEU                  18  1.78218E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.27693E-02 -1.61433E-01 -6.42199E-02  3.10651E-04
StressInBal      N4199    resImp   SIGM_NOEU                  18  1.78218E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.63102E-02 -1.63140E-01 -6.58136E-02  4.17817E-07
StressInBal      N4200    resImp   SIGM_NOEU                  18  1.78218E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.27687E-02 -1.61432E-01 -6.42194E-02 -3.09790E-04
StressInBal      N4201    resImp   SIGM_NOEU                  18  1.78218E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.91390E-02 -1.56305E-01 -5.86167E-02  2.95278E-03
StressInBal      N4202    resImp   SIGM_NOEU                  18  1.78218E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -5.02479E-02 -1.49276E-01 -5.70048E-02  1.64476E-02
StressInBal      N4196    resImp   SIGM_NOEU                  19  1.88119E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -5.12979E-02 -1.52395E-01 -5.81953E-02 -1.67898E-02
StressInBal      N4197    resImp   SIGM_NOEU                  19  1.88119E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -5.01643E-02 -1.59566E-01 -5.98396E-02 -3.01330E-03
StressInBal      N4198    resImp   SIGM_NOEU                  19  1.88119E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.40782E-02 -1.64799E-01 -6.55590E-02  3.17122E-04
StressInBal      N4199    resImp   SIGM_NOEU                  19  1.88119E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.76930E-02 -1.66541E-01 -6.71860E-02  4.26608E-07
StressInBal      N4200    resImp   SIGM_NOEU                  19  1.88119E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.40777E-02 -1.64798E-01 -6.55586E-02 -3.16243E-04
StressInBal      N4201    resImp   SIGM_NOEU                  19  1.88119E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -5.01642E-02 -1.59565E-01 -5.98392E-02  3.01433E-03
StressInBal      N4202    resImp   SIGM_NOEU                  19  1.88119E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -5.12968E-02 -1.52390E-01 -5.81939E-02  1.67905E-02
StressInBal      N4196    resImp   SIGM_NOEU                  20  1.98020E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -5.17339E-02 -1.53686E-01 -5.86890E-02 -1.69320E-02
StressInBal      N4197    resImp   SIGM_NOEU                  20  1.98020E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -5.05899E-02 -1.60918E-01 -6.03469E-02 -3.03880E-03
StressInBal      N4198    resImp   SIGM_NOEU                  20  1.98020E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.46213E-02 -1.66196E-01 -6.61146E-02  3.19801E-04
StressInBal      N4199    resImp   SIGM_NOEU                  20  1.98020E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.82666E-02 -1.67953E-01 -6.77553E-02  4.30310E-07
StressInBal      N4200    resImp   SIGM_NOEU                  20  1.98020E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.46208E-02 -1.66194E-01 -6.61141E-02 -3.18915E-04
StressInBal      N4201    resImp   SIGM_NOEU                  20  1.98020E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -5.05898E-02 -1.60917E-01 -6.03465E-02  3.03984E-03
StressInBal      N4202    resImp   SIGM_NOEU                  20  1.98020E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -5.17329E-02 -1.53681E-01 -5.86876E-02  1.69327E-02
StressInBal      N4196    resImp   SIGM_NOEU                  21  2.07921E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -5.15465E-02 -1.53126E-01 -5.84754E-02 -1.68701E-02
StressInBal      N4197    resImp   SIGM_NOEU                  21  2.07921E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -5.04059E-02 -1.60331E-01 -6.01269E-02 -3.02767E-03
StressInBal      N4198    resImp   SIGM_NOEU                  21  2.07921E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.43856E-02 -1.65589E-01 -6.58733E-02  3.18625E-04
StressInBal      N4199    resImp   SIGM_NOEU                  21  2.07921E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.80174E-02 -1.67339E-01 -6.75080E-02  4.28837E-07
StressInBal      N4200    resImp   SIGM_NOEU                  21  2.07921E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.43850E-02 -1.65588E-01 -6.58728E-02 -3.17742E-04
StressInBal      N4201    resImp   SIGM_NOEU                  21  2.07921E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -5.04058E-02 -1.60329E-01 -6.01264E-02  3.02871E-03
StressInBal      N4202    resImp   SIGM_NOEU                  21  2.07921E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -5.15455E-02 -1.53121E-01 -5.84739E-02  1.68708E-02
StressInBal      N4196    resImp   SIGM_NOEU                  22  2.17822E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -5.07405E-02 -1.50727E-01 -5.75597E-02 -1.66056E-02
StressInBal      N4197    resImp   SIGM_NOEU                  22  2.17822E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.96167E-02 -1.57819E-01 -5.91849E-02 -2.98019E-03
StressInBal      N4198    resImp   SIGM_NOEU                  22  2.17822E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.33768E-02 -1.62994E-01 -6.48411E-02  3.13622E-04
StressInBal      N4199    resImp   SIGM_NOEU                  22  2.17822E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.69516E-02 -1.64717E-01 -6.64501E-02  4.22225E-07
StressInBal      N4200    resImp   SIGM_NOEU                  22  2.17822E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.33762E-02 -1.62993E-01 -6.48406E-02 -3.12753E-04
StressInBal      N4201    resImp   SIGM_NOEU                  22  2.17822E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.96166E-02 -1.57817E-01 -5.91845E-02  2.98121E-03
StressInBal      N4202    resImp   SIGM_NOEU                  22  2.17822E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -5.07394E-02 -1.50722E-01 -5.75583E-02  1.66063E-02
StressInBal      N4196    resImp   SIGM_NOEU                  23  2.27723E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -4.93352E-02 -1.46548E-01 -5.59642E-02 -1.61450E-02
StressInBal      N4197    resImp   SIGM_NOEU                  23  2.27723E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.82415E-02 -1.53442E-01 -5.75439E-02 -2.89750E-03
StressInBal      N4198    resImp   SIGM_NOEU                  23  2.27723E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -6.16194E-02 -1.58474E-01 -6.30430E-02  3.04914E-04
StressInBal      N4199    resImp   SIGM_NOEU                  23  2.27723E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.50950E-02 -1.60149E-01 -6.46073E-02  4.10637E-07
StressInBal      N4200    resImp   SIGM_NOEU                  23  2.27723E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -6.16189E-02 -1.58473E-01 -6.30425E-02 -3.04068E-04
StressInBal      N4201    resImp   SIGM_NOEU                  23  2.27723E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.82415E-02 -1.53441E-01 -5.75435E-02  2.89849E-03
StressInBal      N4202    resImp   SIGM_NOEU                  23  2.27723E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.93342E-02 -1.46543E-01 -5.59628E-02  1.61457E-02
StressInBal      N4196    resImp   SIGM_NOEU                  24  2.37624E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -4.73647E-02 -1.40689E-01 -5.37275E-02 -1.54994E-02
StressInBal      N4197    resImp   SIGM_NOEU                  24  2.37624E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.63136E-02 -1.47308E-01 -5.52436E-02 -2.78161E-03
StressInBal      N4198    resImp   SIGM_NOEU                  24  2.37624E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -5.91560E-02 -1.52138E-01 -6.05225E-02  2.92711E-04
StressInBal      N4199    resImp   SIGM_NOEU                  24  2.37624E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -6.24924E-02 -1.53746E-01 -6.20242E-02  3.94353E-07
StressInBal      N4200    resImp   SIGM_NOEU                  24  2.37624E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -5.91554E-02 -1.52137E-01 -6.05220E-02 -2.91899E-04
StressInBal      N4201    resImp   SIGM_NOEU                  24  2.37624E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.63136E-02 -1.47306E-01 -5.52432E-02  2.78256E-03
StressInBal      N4202    resImp   SIGM_NOEU                  24  2.37624E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.73638E-02 -1.40684E-01 -5.37262E-02  1.55001E-02
StressInBal      N4196    resImp   SIGM_NOEU                  25  2.47525E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -4.48768E-02 -1.33293E-01 -5.09036E-02 -1.46844E-02
StressInBal      N4197    resImp   SIGM_NOEU                  25  2.47525E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.38796E-02 -1.39563E-01 -5.23395E-02 -2.63531E-03
StressInBal      N4198    resImp   SIGM_NOEU                  25  2.47525E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -5.60460E-02 -1.44139E-01 -5.73405E-02  2.77309E-04
StressInBal      N4199    resImp   SIGM_NOEU                  25  2.47525E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -5.92069E-02 -1.45662E-01 -5.87632E-02  3.73767E-07
StressInBal      N4200    resImp   SIGM_NOEU                  25  2.47525E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -5.60455E-02 -1.44138E-01 -5.73401E-02 -2.76539E-04
StressInBal      N4201    resImp   SIGM_NOEU                  25  2.47525E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.38796E-02 -1.39562E-01 -5.23391E-02  2.63621E-03
StressInBal      N4202    resImp   SIGM_NOEU                  25  2.47525E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.48759E-02 -1.33289E-01 -5.09024E-02  1.46850E-02
StressInBal      N4196    resImp   SIGM_NOEU                  26  2.57426E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -4.19314E-02 -1.24538E-01 -4.75609E-02 -1.37197E-02
StressInBal      N4197    resImp   SIGM_NOEU                  26  2.57426E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -4.09983E-02 -1.30396E-01 -4.89018E-02 -2.46214E-03
StressInBal      N4198    resImp   SIGM_NOEU                  26  2.57426E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -5.23647E-02 -1.34670E-01 -5.35740E-02  2.59078E-04
StressInBal      N4199    resImp   SIGM_NOEU                  26  2.57426E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -5.53177E-02 -1.36094E-01 -5.49031E-02  3.49379E-07
StressInBal      N4200    resImp   SIGM_NOEU                  26  2.57426E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -5.23642E-02 -1.34670E-01 -5.35736E-02 -2.58358E-04
StressInBal      N4201    resImp   SIGM_NOEU                  26  2.57426E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -4.09982E-02 -1.30394E-01 -4.89014E-02  2.46299E-03
StressInBal      N4202    resImp   SIGM_NOEU                  26  2.57426E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -4.19306E-02 -1.24534E-01 -4.75597E-02  1.37203E-02
StressInBal      N4196    resImp   SIGM_NOEU                  27  2.67327E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -3.85998E-02 -1.14636E-01 -4.37799E-02 -1.26285E-02
StressInBal      N4197    resImp   SIGM_NOEU                  27  2.67327E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -3.77393E-02 -1.20027E-01 -4.50136E-02 -2.26629E-03
StressInBal      N4198    resImp   SIGM_NOEU                  27  2.67327E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -4.82008E-02 -1.23961E-01 -4.93138E-02  2.38460E-04
StressInBal      N4199    resImp   SIGM_NOEU                  27  2.67327E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -5.09189E-02 -1.25271E-01 -5.05372E-02  3.21779E-07
StressInBal      N4200    resImp   SIGM_NOEU                  27  2.67327E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -4.82004E-02 -1.23960E-01 -4.93135E-02 -2.37797E-04
StressInBal      N4201    resImp   SIGM_NOEU                  27  2.67327E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -3.77392E-02 -1.20026E-01 -4.50132E-02  2.26706E-03
StressInBal      N4202    resImp   SIGM_NOEU                  27  2.67327E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -3.85990E-02 -1.14632E-01 -4.37788E-02  1.26291E-02
StressInBal      N4196    resImp   SIGM_NOEU                  28  2.77228E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -3.49624E-02 -1.03825E-01 -3.96521E-02 -1.14373E-02
StressInBal      N4197    resImp   SIGM_NOEU                  28  2.77228E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -3.41812E-02 -1.08707E-01 -4.07686E-02 -2.05247E-03
StressInBal      N4198    resImp   SIGM_NOEU                  28  2.77228E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -4.36551E-02 -1.12270E-01 -4.46629E-02  2.15952E-04
StressInBal      N4199    resImp   SIGM_NOEU                  28  2.77228E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -4.61166E-02 -1.13456E-01 -4.57708E-02  2.91632E-07
StressInBal      N4200    resImp   SIGM_NOEU                  28  2.77228E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -4.36547E-02 -1.12269E-01 -4.46626E-02 -2.15351E-04
StressInBal      N4201    resImp   SIGM_NOEU                  28  2.77228E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -3.41812E-02 -1.08706E-01 -4.07683E-02  2.05318E-03
StressInBal      N4202    resImp   SIGM_NOEU                  28  2.77228E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -3.49617E-02 -1.03821E-01 -3.96511E-02  1.14378E-02
StressInBal      N4196    resImp   SIGM_NOEU                  29  2.87129E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -3.11070E-02 -9.23669E-02 -3.52770E-02 -1.01748E-02
StressInBal      N4197    resImp   SIGM_NOEU                  29  2.87129E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -3.04101E-02 -9.67090E-02 -3.62695E-02 -1.82586E-03
StressInBal      N4198    resImp   SIGM_NOEU                  29  2.87129E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -3.88371E-02 -9.98783E-02 -3.97335E-02  1.92097E-04
StressInBal      N4199    resImp   SIGM_NOEU                  29  2.87129E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -4.10267E-02 -1.00934E-01 -4.07190E-02  2.59669E-07
StressInBal      N4200    resImp   SIGM_NOEU                  29  2.87129E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -3.88368E-02 -9.98776E-02 -3.97332E-02 -1.91562E-04
StressInBal      N4201    resImp   SIGM_NOEU                  29  2.87129E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -3.04100E-02 -9.67080E-02 -3.62692E-02  1.82649E-03
StressInBal      N4202    resImp   SIGM_NOEU                  29  2.87129E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -3.11064E-02 -9.23638E-02 -3.52761E-02  1.01752E-02
StressInBal      N4196    resImp   SIGM_NOEU                  30  2.97030E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -2.71267E-02 -8.05379E-02 -3.07603E-02 -8.87140E-03
StressInBal      N4197    resImp   SIGM_NOEU                  30  2.97030E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -2.65168E-02 -8.43231E-02 -3.16248E-02 -1.59192E-03
StressInBal      N4198    resImp   SIGM_NOEU                  30  2.97030E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -3.38633E-02 -8.70859E-02 -3.46446E-02  1.67471E-04
StressInBal      N4199    resImp   SIGM_NOEU                  30  2.97030E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -3.57722E-02 -8.80059E-02 -3.55038E-02  2.26660E-07
StressInBal      N4200    resImp   SIGM_NOEU                  30  2.97030E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -3.38630E-02 -8.70852E-02 -3.46443E-02 -1.67004E-04
StressInBal      N4201    resImp   SIGM_NOEU                  30  2.97030E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -2.65168E-02 -8.43222E-02 -3.16246E-02  1.59247E-03
StressInBal      N4202    resImp   SIGM_NOEU                  30  2.97030E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -2.71262E-02 -8.05352E-02 -3.07595E-02  8.87177E-03
StressInBal      N4196    resImp   SIGM_NOEU                  31  3.06931E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -2.33385E-02 -6.92801E-02 -2.64616E-02 -7.63096E-03
StressInBal      N4197    resImp   SIGM_NOEU                  31  3.06931E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -2.28115E-02 -7.25351E-02 -2.72043E-02 -1.36928E-03
StressInBal      N4198    resImp   SIGM_NOEU                  31  3.06931E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -2.91296E-02 -7.49111E-02 -2.98014E-02  1.44035E-04
StressInBal      N4199    resImp   SIGM_NOEU                  31  3.06931E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -3.07713E-02 -7.57024E-02 -3.05403E-02  1.95239E-07
StressInBal      N4200    resImp   SIGM_NOEU                  31  3.06931E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -2.91293E-02 -7.49105E-02 -2.98012E-02 -1.43633E-04
StressInBal      N4201    resImp   SIGM_NOEU                  31  3.06931E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -2.28115E-02 -7.25343E-02 -2.72041E-02  1.36975E-03
StressInBal      N4202    resImp   SIGM_NOEU                  31  3.06931E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -2.33380E-02 -6.92778E-02 -2.64610E-02  7.63128E-03
StressInBal      N4196    resImp   SIGM_NOEU                  32  3.16832E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -2.01430E-02 -5.97840E-02 -2.28356E-02 -6.58463E-03
StressInBal      N4197    resImp   SIGM_NOEU                  32  3.16832E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -1.96860E-02 -6.25917E-02 -2.34756E-02 -1.18147E-03
StressInBal      N4198    resImp   SIGM_NOEU                  32  3.16832E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -2.51366E-02 -6.46415E-02 -2.57161E-02  1.24266E-04
StressInBal      N4199    resImp   SIGM_NOEU                  32  3.16832E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -2.65530E-02 -6.53242E-02 -2.63536E-02  1.68732E-07
StressInBal      N4200    resImp   SIGM_NOEU                  32  3.16832E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -2.51364E-02 -6.46410E-02 -2.57159E-02 -1.23919E-04
StressInBal      N4201    resImp   SIGM_NOEU                  32  3.16832E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -1.96860E-02 -6.25911E-02 -2.34754E-02  1.18188E-03
StressInBal      N4202    resImp   SIGM_NOEU                  32  3.16832E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -2.01426E-02 -5.97820E-02 -2.28351E-02  6.58490E-03
StressInBal      N4196    resImp   SIGM_NOEU                  33  3.26733E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -1.77121E-02 -5.25598E-02 -2.00772E-02 -5.78864E-03
StressInBal      N4197    resImp   SIGM_NOEU                  33  3.26733E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -1.73083E-02 -5.50274E-02 -2.06390E-02 -1.03860E-03
StressInBal      N4198    resImp   SIGM_NOEU                  33  3.26733E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -2.20990E-02 -5.68289E-02 -2.26082E-02  1.09227E-04
StressInBal      N4199    resImp   SIGM_NOEU                  33  3.26733E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -2.33439E-02 -5.74290E-02 -2.31686E-02  1.48565E-07
StressInBal      N4200    resImp   SIGM_NOEU                  33  3.26733E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -2.20988E-02 -5.68285E-02 -2.26080E-02 -1.08921E-04
StressInBal      N4201    resImp   SIGM_NOEU                  33  3.26733E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -1.73082E-02 -5.50267E-02 -2.06388E-02  1.03896E-03
StressInBal      N4202    resImp   SIGM_NOEU                  33  3.26733E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -1.77117E-02 -5.25580E-02 -2.00767E-02  5.78888E-03
StressInBal      N4196    resImp   SIGM_NOEU                  34  3.36634E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -1.61043E-02 -4.77817E-02 -1.82527E-02 -5.26217E-03
StressInBal      N4197    resImp   SIGM_NOEU                  34  3.36634E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -1.57357E-02 -5.00243E-02 -1.87628E-02 -9.44107E-04
StressInBal      N4198    resImp   SIGM_NOEU                  34  3.36634E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -2.00899E-02 -5.16616E-02 -2.05526E-02  9.92808E-05
StressInBal      N4199    resImp   SIGM_NOEU                  34  3.36634E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -2.12215E-02 -5.22071E-02 -2.10620E-02  1.35227E-07
StressInBal      N4200    resImp   SIGM_NOEU                  34  3.36634E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -2.00897E-02 -5.16612E-02 -2.05524E-02 -9.90022E-05
StressInBal      N4201    resImp   SIGM_NOEU                  34  3.36634E-02  3.00000E+02  7.20000E+02 -4.50000E+01 -7.80000E+02 -1.57356E-02 -5.00237E-02 -1.87627E-02  9.44432E-04
StressInBal      N4202    resImp   SIGM_NOEU                  34  3.36634E-02  3.60000E+02  7.80000E+02 -4.50000E+01 -7.80000E+02 -1.61039E-02 -4.77801E-02 -1.82522E-02  5.26238E-03
StressInBal      N4196    resImp   SIGM_NOEU                  35  3.46535E-02  0.00000E+00  4.20000E+02 -4.50000E+01 -7.80000E+02 -1.53584E-02 -4.55649E-02 -1.74063E-02 -5.01790E-03
StressInBal      N4197    resImp   SIGM_NOEU                  35  3.46535E-02  6.00000E+01  4.80000E+02 -4.50000E+01 -7.80000E+02 -1.50060E-02 -4.77030E-02 -1.78924E-02 -9.00264E-04
StressInBal      N4198    resImp   SIGM_NOEU                  35  3.46535E-02  1.20000E+02  5.40000E+02 -4.50000E+01 -7.80000E+02 -1.91577E-02 -4.92642E-02 -1.95989E-02  9.46656E-05
StressInBal      N4199    resImp   SIGM_NOEU                  35  3.46535E-02  1.80000E+02  6.00000E+02 -4.50000E+01 -7.80000E+02 -2.02367E-02 -4.97844E-02 -2.00846E-02  1.29042E-07
StressInBal      N4200    resImp   SIGM_NOEU                  35  3.46535E-02  2.40000E+02  6.60000E+02 -4.50000E+01 -7.80000E+02 -1.91576E-02 -4.92639E-02 -1.95987E-02 -9.43998E-05
