10	0.151046722
10.25793234	0.161518468
10.31236366	0.155212023
15.8	0.150520691
16.11306822	0.153992101
16.41269175	0.162255737
19.33568186	0.153497201
25	0.152267052
25.8499895	0.15932368
27.04118544	0.158363758
30	0.151535474
40.60493191	0.151837017
41.03172937	0.158134675
43.2658967	0.16571084
64.45227287	0.151102927
65.65076699	0.156124577
67.60296359	0.163980105
101.8345911	0.150976686
102.5793234	0.155028813
108.1647418	0.16072471
123.0951881	0.15436561
161.1306822	0.152696919
170.3594683	0.160289005
186.3877979	0.163840786
193.3568186	0.152514817
258.499895	0.153006069
270.4118544	0.158792645
298.2204766	0.166596483
410.3172937	0.152755217
432.658967	0.157767133
465.9694946	0.165065869
648.301324	0.153155416
676.0296359	0.156273292
745.5511914	0.161817974
811.2355631	0.156400276
1025.793234	0.155455217
1174.243127	0.16134547
1230.951881	0.155557035
1344.543476	0.172677281
1703.594683	0.15556371
1863.877979	0.160059276
2151.269561	0.166965553
2704.118544	0.155903229
2982.204766	0.159384858
