99	-0.0115380362	-0.09638042	0.0084537622	-0.0109573817	-0.0875120237	0.0058450368	-0.0032601764	-0.0389290527	-0.0004812586	-0.003654015	-0.0411799476	-0.0006077142	0.0037219641	0.0116887102	-0.0035167928	-0.0023559283	-0.0028515742	-0.0027079359	0.009177424	0.046601478	-0.0109101627	0.0006476509	0.0294484776	-0.012744125	-0.0016302089	0.000816819	-0.0001506659	0.001393753	0.0112291947	-0.0012076848	-0.006851994	-0.0367715992	0.0008526572	-0.0016540336	-0.0307597518	0.0005733154	-0.0022671334	0.0171785019	0.0261871684	0.0020065582	-0.0129066408	0.0194509625
151	0.161307544	-0.423408061	-0.0167821515	-0.0469523482	0.0551203787	0.0002082398	0.0874540359	-0.218164802	-0.0075220442	-0.0391673036	0.0464886948	-0.003080094	0.0514646992	-0.116874114	-0.0034422658	-0.0430010818	0.0599701218	-0.0025886083	0.0077627329	0.0164062735	0.0032795689	-0.0175903514	0.0086359726	-0.0033630137	-0.083301127	0.226100221	0.0094985599	0.0802468508	-0.184463114	-0.0057681585	-0.0635485053	0.158541068	0.0055382019	0.066492483	-0.141561508	-0.0033696757	-0.0141272163	0.0191321652	-0.0019191174	0.067737475	-0.16926527	-0.007800282
156	0.0686543658	0.0552158132	0.0233547743	0.073639378	-0.0348895751	0.0132678254	-0.067675136	0.0406559743	-0.0106412424	0.0639392659	-0.014692124	0.0131559474	-0.0752643049	0.031442225	-0.0136330789	0.0792985931	-0.0175913107	0.0169867165	-0.102555797	-0.0071292035	-0.0250089969	0.070410952	0.0014763344	0.0161342695	0.0405443087	-0.0518256277	0.0028233011	0.0196524132	0.0258930195	0.0075352639	0.0305295177	-0.0300492141	0.0038521884	0.0013532389	0.0316161029	0.0040859175	0.0904345885	0.0041637002	0.0219650865	-0.10851422	0.0417918153	-0.0206624512
248	-0.0174696688	-0.399709553	-0.0826695487	-0.0148628606	-0.432957888	-0.0886192545	-0.0010943356	-0.12001957	-0.0237994138	-0.0162520595	-0.123778567	-0.028197363	-0.0011663499	-0.0616297089	-0.0126454858	-0.0174256824	-0.101749182	-0.0237643737	-0.0015115811	0.0202006511	0.0033394985	0.0034467303	-0.0007146811	0.0011176795	-0.0060812365	-0.105666399	-0.0227103997	0.0094807772	-0.0240577217	-0.003559514	0.0031047564	0.0418217443	0.0090724016	0.0097147962	0.162055716	0.0346628018	0.0016353332	0.171700627	0.034789823	0.0063129407	0.469705611	0.0939666107
341	1.42717922	-0.526246965	0.290088713	0.094743982	-0.0013671109	0.0218449384	-0.102938049	0.0958060324	-0.0076405038	0.158767015	0.016294051	0.0628015026	-0.177600548	0.121740177	-0.0171513502	-0.0739467666	0.0848341957	0.0104516661	-0.149227172	0.0592717566	-0.0313850194	0.112077698	-0.115138613	0.0027881062	-0.195512459	0.129815996	-0.0238400921	-0.480599225	0.242947161	-0.0905579403	0.192707255	-0.0037683037	0.0660280064	-0.349179029	0.15743804	-0.0751068965	-0.552304804	-0.0670741647	-0.180132031	0.596351743	-0.357180506	0.0964735895
378	0.52755022	-1.74222255	-0.256025076	-0.244625673	0.67073065	0.128359601	0.171303317	-0.438590109	-0.0309443437	-0.0843890756	0.399521917	0.0772230774	0.0273052156	-0.0754922554	0.0103686024	0.0210936666	0.170053631	0.06200267	-0.38299343	2.2249198	0.445253015	0.323727369	-1.30108643	-0.174970284	-0.0358593538	0.0175623912	-0.0184530616	-0.0461326502	0.304620206	0.0571973622	0.102960236	-0.311075985	-0.0359625556	-0.105139852	0.56625253	0.10065984	0.0717364252	-0.646743476	-0.119827755	-0.245553419	0.697949231	0.106654495
430	-0.106779352	-0.876412094	-0.452592343	-0.0969564691	0.344317257	-0.147253633	0.0757730901	0.212892309	0.185466185	-0.0169428289	0.117328711	0.056686271	0.0671448112	0.25459069	0.236290649	0.0634413585	0.552303791	0.306898326	0.012310382	1.15041673	0.204449803	0.1053247	0.636648655	0.0970293134	0.0324752592	-0.239195004	0.0439928286	0.0356468782	0.108673036	0.18584539	0.0303732436	0.15790388	0.0940798223	-0.0163028166	0.0312304236	0.0152146742	-0.128217638	-0.864100277	-0.516350687	-0.106797829	-0.531624854	-0.434746861
500	636.376709	-1963.83484	-262.958344	-935.014282	1090.37769	701.064148	202.848633	1056.11011	563.783447	332.75769	-425.506134	-5.79316378	122.748352	1135.90503	626.689026	205.874268	-1252.45581	-314.159882	426.559296	-1106.51721	-446.03894	-491.471497	1314.15198	145.762238	-594.656433	1028.04456	118.632423	503.125549	-1132.02136	-148.952515	-115.426758	617.378967	95.5070801	185.750076	-1294.44836	-354.5784	155.888596	-670.059814	418.164032	85.0389252	1894.0918	1248.72083
558	-100.9533	278.401337	3.21640468	224.230743	-247.053085	-170.468674	-27.811985	-144.402496	-86.5507813	-69.2819672	135.310883	13.897666	-6.42949629	-188.829254	-106.955147	-42.0889549	247.292831	40.8716469	-83.3255081	181.801605	74.2735138	81.961937	-233.745361	-17.5828228	110.139282	-206.882889	-19.1178455	-85.3922653	182.599304	3.7183044	42.4980087	-170.586044	-36.127655	-37.7939377	190.951553	27.8488884	-19.7118168	226.963638	-66.4156952	7.69250631	-236.451172	-181.909134
661	0.257129163	-0.698067069	-0.127895787	0.712754607	-2.42207932	-1.10330486	-0.292301953	-0.0286850147	-0.0967628807	-0.301973462	-0.121868961	-0.131784782	-0.159891888	-0.138399914	-0.179299578	-0.132979259	0.842194378	0.336770207	0.0585121773	0.425010234	0.331873566	0.0622383654	-0.680018544	-0.263593137	0.12930207	-0.262679726	-0.0583858676	0.129459828	-0.122924626	0.0815371051	0.19764331	0.153418705	0.14418447	0.284398526	0.428340673	0.298986942	-0.353210509	1.47604859	0.368863344	-0.774223864	0.494113177	-0.333887488
